m1,m2,m3,m4,m5,m6,repository,version,ncloc,code_quality,testing_status,maintainability,reliability,total
0.6666666666666666,0.0,1.0,1.0,1.0,1.0,Cargos,03-18-2022-21:27:05-v1.0.0,150,0.55,1.0,0.275,0.5,0.775
0.6428571428571429,0.0,1.0,1.0,1.0,1.0,Clients,03-16-2022-06:44:01-v2.1.0,705,0.5421428571428571,1.0,0.2710714285714286,0.5,0.7710714285714286
0.6428571428571429,0.0,1.0,1.0,1.0,1.0,Clients,03-18-2022-22:54:14-v3.0.0,751,0.5421428571428571,1.0,0.2710714285714286,0.5,0.7710714285714286
0.7,0.0,1.0,1.0,1.0,1.0,Demands,03-03-2022-03:38:42-v2.3.0,1436,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.7,0.0,1.0,1.0,1.0,1.0,Demands,03-16-2022-02:16:40-v2.4.0,1437,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.7,0.0,1.0,1.0,1.0,1.0,Demands,03-16-2022-06:43:19-v2.5.0,1437,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.7,0.0,1.0,1.0,1.0,1.0,Demands,03-19-2022-01:35:42-v3.0.0,1406,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.7,0.0,1.0,1.0,1.0,1.0,Demands,03-30-2022-14:05:17-v3.1.0,1406,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.7,0.0,1.0,1.0,1.0,1.0,Demands,04-04-2022-18:28:35-v3.2.0,1440,0.5609999999999999,1.0,0.28049999999999997,0.5,0.7805
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-15-2022-23:57:08-v2.1.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-01:29:24-v2.2.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-02:07:10-v2.3.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-02:14:37-v2.4.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-02:59:55-v2.5.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-03:04:59-v2.6.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.688622754491018,0.005988023952095809,0.9101796407185628,0.9101796407185628,0.9101796407185628,0.9101796407185628,Frontend,03-16-2022-06:45:08-v2.7.0,13455,0.5295808383233533,0.9101796407185628,0.26479041916167667,0.4550898203592814,0.719880239520958
0.7,0.0058823529411764705,0.9294117647058824,0.9294117647058824,0.9294117647058824,0.9294117647058824,Frontend,03-19-2022-00:01:42-v3.0.0,13424,0.5396470588235294,0.9294117647058823,0.2698235294117647,0.46470588235294114,0.7345294117647059
0.7,0.0058823529411764705,0.9294117647058824,0.9294117647058824,0.9294117647058824,0.9294117647058824,Frontend,03-30-2022-01:35:08-v3.1.0,13424,0.5396470588235294,0.9294117647058823,0.2698235294117647,0.46470588235294114,0.7345294117647059
0.7,0.0058823529411764705,0.9294117647058824,0.9294117647058824,0.9294117647058824,0.9294117647058824,Frontend,03-30-2022-02:07:12-v3.2.0,13424,0.5396470588235294,0.9294117647058823,0.2698235294117647,0.46470588235294114,0.7345294117647059
0.7,0.0058823529411764705,0.9294117647058824,0.9294117647058824,0.9294117647058824,0.9294117647058824,Frontend,04-04-2022-18:31:04-v3.3.0,13502,0.5396470588235294,0.9294117647058823,0.2698235294117647,0.46470588235294114,0.7345294117647059
0.6666666666666666,0.0,1.0,1.0,1.0,1.0,Sectors,03-18-2022-23:04:55-v3.0.0,155,0.55,1.0,0.275,0.5,0.775
0.625,0.0,1.0,1.0,1.0,1.0,Users,03-18-2022-23:31:12-v3.0.0,324,0.53625,1.0,0.268125,0.5,0.768125
